image,pixel_spacing_x,pixel_spacing_y,image_source,have_metadata,original_width,original_height,image_id
random-id-648539e0-f3ef-4792-a8e8-8af86f03ab04,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_aa9f7e8e
random-id-a7e083ac-608c-4cbd-857a-f43a74baed23,0.139,0.139,Technical University of Munich,True,2517,2712,generated_id_d5474344
random-id-fd30023a-fc78-49d4-9d52-2d4635d5d434,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_1606e5b1
random-id-ef23a177-07f8-4612-b4a6-ade6ce9a0d98,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_fcf46945
random-id-bfa83dfc-b189-4478-9616-9d1ff3606483,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_63cfc793
random-id-21b16e4a-ed1c-4722-bcfa-9f40bbc4ae93,0.144,0.144,Technical University of Munich,True,2372,2902,generated_id_d94764c1
random-id-1b97fceb-c18a-431e-8c9d-aa2b903c2e0d,0.139,0.139,Technical University of Munich,True,2517,2647,generated_id_5500d106
random-id-a7a657a8-c7dd-453d-b939-e220975229aa,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_876fdec7
random-id-13792c9a-cabe-419b-95f6-073fe6fa75bd,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_93d51ec1
random-id-070a4502-0196-4015-9995-cc4e04fb2f00,0.139,0.139,Technical University of Munich,True,2517,2841,generated_id_39a25d3a
random-id-3589dd1c-2576-4722-bffc-7b225c6fb2d6,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_886e73d9
random-id-1358619d-1957-4559-92e6-c97c66c4806b,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_af6a3229
random-id-98b4e423-dc46-4577-8139-fbb162492bac,0.139,0.139,Technical University of Munich,True,2489,3028,generated_id_41f1253f
random-id-3f2464f2-8fdc-41db-93eb-c74eb3820399,0.139,0.139,Technical University of Munich,True,2517,2784,generated_id_eb39e33d
random-id-994d2774-9a3c-4cc8-95c6-a46b1197c858,0.139,0.139,Technical University of Munich,True,2517,2733,generated_id_44025815
random-id-0f3a7a53-09f2-418b-a70f-33ec6a99c7dc,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_8c6a7e82
random-id-f9b91e19-3bf5-4f59-8974-26878036b6ae,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_9749e215
random-id-64718903-ef7b-4d24-96ca-d5d29bac9f98,0.139,0.139,Technical University of Munich,True,2517,2992,generated_id_8b1131e2
random-id-d86f42c3-158a-4882-9eda-4d11f280a110,0.139,0.139,Technical University of Munich,True,2517,2899,generated_id_4d4e7a4c
random-id-47d94149-0ded-46b5-8ab8-1945d1c4dea8,0.139,0.139,Technical University of Munich,True,2517,2654,generated_id_fd09c889
random-id-2169ac97-8fa3-4972-8be6-e67c33979f29,0.139,0.139,Technical University of Munich,True,2474,2942,generated_id_13e4c0fe
random-id-d0b70339-74f4-4f29-b47d-ec69565744f3,0.139,0.139,Technical University of Munich,True,2158,2935,generated_id_aca1f389
random-id-283c93a3-4b86-4596-9fb5-35535f34bb7f,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_b600dcf0
random-id-75255f9f-e5ec-4bd9-82d7-229d53624e0c,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_f45f96e6
random-id-87266987-d69a-422f-87b6-143fb53a6173,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_f38c39c6
random-id-52892c5a-1fe8-4a10-ad4b-34f408f1adf9,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_61e0b010
random-id-3436f897-620f-4cd9-8bdc-faf78ce98d38,0.139,0.139,Technical University of Munich,True,2489,2733,generated_id_2d081fc1
random-id-281559ae-5e49-4154-b21e-7f354497a180,0.139,0.139,Technical University of Munich,True,2374,2733,generated_id_5c734cb5
random-id-6ec2c6ef-021a-4053-9e9f-3ce50afe60b1,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_22629b26
random-id-665423bb-50a1-4506-816f-5254d0d1222f,0.139,0.139,Technical University of Munich,True,2517,2669,generated_id_09b3feb4
random-id-1f43f5a6-cf95-4677-a9af-bf37b7daafe9,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_9c61e47d
random-id-3310d816-b750-4d94-b603-aeb4b8bce547,0.139,0.139,Technical University of Munich,True,2517,2208,generated_id_f49f429e
random-id-ff6edd6b-d8f5-47a5-8d85-302fc36496ff,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_91f41686
random-id-6bd68261-27fd-4c49-8c6c-9ca81c148cfd,0.139,0.139,Technical University of Munich,True,2517,2971,generated_id_13a32d68
random-id-7477c0b3-a39a-4aff-b0a0-c47129b3d002,0.139,0.139,Technical University of Munich,True,2517,2769,generated_id_8d5a3d80
random-id-6e879749-151c-4eaf-be21-aee7a9ea04b3,0.139,0.139,Technical University of Munich,True,2517,2978,generated_id_c7f14deb
random-id-12a0449e-b871-42fe-a7e6-be3a012420a0,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_dc989f35
random-id-12439404-ab1d-479a-861a-9a47eb74775a,0.139,0.139,Technical University of Munich,True,2517,2676,generated_id_610ad430
random-id-a6cf1634-5edc-4bd5-9377-97bd9466e927,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_d8103beb
random-id-53cc620e-2dbe-476e-a304-651053c25d35,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_a367b6d9
random-id-43f21c75-8bda-4973-993d-08fbe61f82c3,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_c5630828
random-id-f38c3528-eb8b-40c2-915f-70ae4e1d8c40,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_183d571c
random-id-e7eb7ddb-0076-4cef-bf95-4def572610bc,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_95e47246
random-id-4ac1ec8b-08db-4d5f-8779-b92c3918d24b,0.139,0.139,Technical University of Munich,True,3028,2517,generated_id_ba901416
random-id-afa1d436-6d8c-4d8a-a9e2-c2c2d3ed16d5,0.139,0.139,Technical University of Munich,True,2517,2985,generated_id_3b538595
random-id-47ce6da9-3a86-4ec8-97b1-4296ee87decf,0.139,0.139,Technical University of Munich,True,2517,2805,generated_id_29765da1
random-id-1324906b-2106-41a6-94a4-41a27afb3f57,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_68ed151b
random-id-432a0ec8-55c0-4373-a343-33a230133ce4,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_2a9eb405
random-id-1c2ab564-129a-4ba1-a366-f777734a238d,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_7dd9f5eb
random-id-354e4ef0-7eb9-449e-8822-6aaf1f977e23,0.139,0.139,Technical University of Munich,True,2517,2978,generated_id_d39e8478
random-id-2b9dcd57-f318-49e0-9372-4d09af8a60e7,0.139,0.139,Technical University of Munich,True,2517,2769,generated_id_e02c68fd
random-id-e2f98721-7c64-486f-b8f8-a5501887475b,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_9e142369
random-id-b16d317c-6445-460d-8622-ff778c3fef21,0.139,0.139,Technical University of Munich,True,2352,3028,generated_id_7cb9eedc
random-id-f7de2318-dafb-46ab-b1a4-f9593e724b78,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_d76907db
random-id-9790c968-cd0f-4a4d-af0d-58e38a85bcd4,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_5f06f96f
random-id-770b69dd-dafe-4d65-952c-fe60ed1e8c5c,0.139,0.139,Technical University of Munich,True,2517,2805,generated_id_b20f08c4
random-id-9b79f9be-d3a3-4d08-9222-d51a053de08a,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_de90c1cf
random-id-4eecda03-f46a-435b-a804-e7475593ae45,0.139,0.139,Technical University of Munich,True,2330,2791,generated_id_3cd0d80e
random-id-8604ad58-c872-46d2-b2c1-f83dc85aa95c,0.139,0.139,Technical University of Munich,True,2517,2791,generated_id_aa8d7183
random-id-d327c684-6d80-406e-9a8c-2ad3dd2d47de,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_1a962607
random-id-4b35e7be-bd8e-4b20-ac73-22cfd85ff93e,0.139,0.139,Technical University of Munich,True,2395,2892,generated_id_261b3244
random-id-205c9538-565e-4015-84e0-3887a85e0ff9,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_6b736382
random-id-e632153b-cc73-4eee-8c35-0cf0dcbaa4fc,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_da9585b9
random-id-4b676547-b807-4f3b-9134-e276b42737ed,0.139,0.139,Technical University of Munich,True,2381,2618,generated_id_6e6d3021
random-id-256b9bf9-9ce3-4f3d-828a-54762633cfb0,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_6d6f0001
random-id-ca9133b6-b069-492b-9601-33d70f7643f4,0.139,0.139,Technical University of Munich,True,2410,3028,generated_id_a3af14c5
random-id-c82e2576-86a5-489a-8f13-326a307e3491,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_9d1c67b2
random-id-562426ae-517b-400c-bfea-557d81dd2004,0.139,0.139,Technical University of Munich,True,2517,2604,generated_id_9acf2b01
random-id-d257172c-6190-4749-a29b-aa53548dcf74,0.139,0.139,Technical University of Munich,True,2517,2834,generated_id_8e4f895e
random-id-dcc9ae0a-c09b-438d-9176-9d34b1727424,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_73889f3c
random-id-b45074eb-a475-40a2-9387-57fa39197b8b,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_92221ea3
random-id-f37d72e7-27d0-478f-a65d-ae18eb0c00cb,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_afddb9b3
random-id-f3937e20-5c5a-477a-8e2e-51bd41ca95a9,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_b0cf8788
random-id-ce8d2b41-3b9a-476a-a2a3-58fe9123309b,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_a259da89
random-id-e7a5b8f1-f2d3-48e5-b424-51bacb2ef779,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_11211e01
random-id-b42ff2e1-247a-446a-a5ae-c8fdb39be393,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_eccdcd85
random-id-5020f622-35cc-47e2-843a-51d8b3a2ac3c,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_729bb74e
random-id-d5cfccd4-5271-44f2-943d-bfffe750f145,0.139,0.139,Technical University of Munich,True,2517,2971,generated_id_91d9357c
random-id-2e22a69f-369b-4cf4-9e13-12ec06627143,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_a5ef4b6c
random-id-933aba8f-78bd-4354-a3e9-2281a3a6811a,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_480e28d6
random-id-44152eab-a881-45da-9c82-2fc594b79a5d,0.139,0.139,Technical University of Munich,True,2453,3028,generated_id_84d03ae9
random-id-8204b015-8845-4501-8f3d-9fd5fa9a954d,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_46a96351
random-id-7b0a4d00-ae8d-4468-96a5-1821aca127f8,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_e45d3833
random-id-d7fe3d8a-d9ac-4000-9101-5500044c06a2,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_e9fd047d
random-id-7baaea03-018b-49bb-84c7-f1c509e42dc0,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_ffb2eb88
random-id-b951cd5f-8a35-4e05-92d3-bd04525585c7,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_06f3b9a9
random-id-419a9eca-d969-4de1-a2b8-86ac2189cb42,0.139,0.139,Technical University of Munich,True,2517,2928,generated_id_71d9a13b
random-id-59ac19d9-aed6-432c-830d-673b54ab034a,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_0e01a70f
random-id-5c698bbc-db1a-4a7a-9d6d-84f33ed9abdd,0.139,0.139,Technical University of Munich,True,2517,2561,generated_id_985fd05c
random-id-a2802967-bcd6-4b39-b125-def516a4a04b,0.139,0.139,Technical University of Munich,True,2517,2489,generated_id_1c53d381
random-id-89f570fa-7af8-4481-a598-ebc9b8b74a7a,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_57da383d
random-id-05699d7e-dd34-45b0-8500-92058bd9f3e7,0.139,0.139,Technical University of Munich,True,2517,3028,generated_id_a402033b
random-id-834b0887-7525-4d93-a111-eae576c2ee22,0.139,0.139,Technical University of Munich,True,2395,2992,generated_id_934169b9
random-id-466055bf-5472-4531-bdd2-a2bba3299432,0.125,0.125,Cedars-Sinai,True,2586,3042,generated_id_ad56bf20
random-id-8c867ec0-9a75-4c6a-9b5c-e29f95943bef,0.125,0.125,Cedars-Sinai,True,3408,2800,generated_id_0be721e0
random-id-e039f247-a3cc-4621-a71d-26d0cbad0b91,0.125,0.125,Cedars-Sinai,True,2706,2850,generated_id_9b05c6da
random-id-a7fe1cc7-aaa1-4a8d-baac-1b57554635da,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_3354701e
random-id-fc7d30b7-85ba-44ae-aa3d-3e2c701eaab8,0.125,0.125,Cedars-Sinai,True,2800,3002,generated_id_e9ed52d8
random-id-a92a421c-2ffb-40ed-ab7b-9025d8549cf2,0.125,0.125,Cedars-Sinai,True,2800,3344,generated_id_6b662500
random-id-8a68b722-7e20-440f-acc7-361010a86800,0.125,0.125,Cedars-Sinai,True,2800,2806,generated_id_a056c9d5
random-id-b3588d24-2e07-4cdb-acbe-afd7308ac5ef,0.125,0.125,Cedars-Sinai,True,2800,3376,generated_id_24e09cde
random-id-79743cfb-31c4-49cb-973f-a023f508a139,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_9387cc73
random-id-ead2ecbd-8af6-447c-8e36-07888bfa826f,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_33577137
random-id-b70bb9fb-e59b-4de7-b40d-8cd68cd71612,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_11005bee
random-id-c04232dc-a921-44f6-bb62-1e80fc606469,0.139,0.139,Cedars-Sinai,True,2516,3027,generated_id_e83bdcf7
random-id-d35a80f5-2334-4945-9132-bdfbc61dd14d,0.139,0.139,Cedars-Sinai,True,2352,2798,generated_id_c64d1240
random-id-10895ee8-59b1-4bf5-b492-e167804e9018,0.125,0.125,Cedars-Sinai,True,2800,3248,generated_id_3b9e7bed
random-id-76117045-5e82-40ca-9ef0-e7a93d709ddb,0.125,0.125,Cedars-Sinai,True,2672,3408,generated_id_750d1198
random-id-81282024-9e80-46dd-88c9-cb3f70dd932e,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_5df70515
random-id-1c8474cf-fd35-4329-b4a6-1dd9f21dca55,0.125,0.125,Cedars-Sinai,True,2920,2689,generated_id_47fee88d
random-id-b74b7637-0def-401a-a812-e15c7a59b10d,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_79b9be73
random-id-f3a9f64e-3037-4a59-98e7-011742b1cba4,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_249c91ca
random-id-cca9159e-a64c-41c0-aead-395bc537e62a,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_f12aa3a9
random-id-80db69ac-2fb2-439f-9afa-644e3600d377,0.125,0.125,Cedars-Sinai,True,2760,3200,generated_id_771606f5
random-id-7b1d28a8-77db-4724-ad0a-274c593c1e27,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_dc14fb02
random-id-16f94d3d-5377-4929-b3ee-3aea0545c8e1,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_f72b0686
random-id-63eab63c-7aa5-4a01-9694-4768a1c9113b,0.125,0.125,Cedars-Sinai,True,2800,2830,generated_id_03718c87
random-id-a2a7b6bf-2409-4e39-a085-0f371d290d3a,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_8f00c22b
random-id-a5053410-8597-46da-8577-88f9d60c9d52,0.125,0.125,Cedars-Sinai,True,2800,2958,generated_id_915d2369
random-id-25f44003-1144-4b93-9649-4590848fdda2,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_db44e63c
random-id-a74b8f5f-457b-4860-9b0a-4950315f97c6,0.139,0.139,Cedars-Sinai,True,2516,3027,generated_id_b4f33f6f
random-id-4d166066-56ef-4763-88e5-a1cad70e54f1,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_80a2b4ae
random-id-74644e6b-b6f7-41d7-b595-5ed435b756fa,0.139,0.139,Cedars-Sinai,True,2517,3028,generated_id_7bbd22ec
random-id-0d5e087d-6068-41a2-9a3b-6187ff7b95eb,0.139,0.139,Cedars-Sinai,True,2518,3032,generated_id_c6ba794c
random-id-b242ba68-574b-4e7d-a88f-6a85c39f2842,0.139,0.139,Cedars-Sinai,True,2517,2985,generated_id_54e0251c
random-id-64d8c502-9802-4caa-964a-940dfbde0e60,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_ec16e4ed
random-id-b1b36317-b13f-4b74-adc8-412fe96ed790,0.139,0.139,Cedars-Sinai,True,2516,3027,generated_id_b899f128
random-id-e36f436f-2870-40e7-bef0-9d99f60c3249,0.125,0.125,Cedars-Sinai,True,3408,2800,generated_id_67112608
random-id-b1077eb9-10b5-4886-899d-06605e144d91,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_42fcdb2d
random-id-50e2de3e-a194-4b52-a1bb-eb281c9c17f4,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_fb0c9445
random-id-2a77b9e7-d14e-434e-8708-e96dfc19c055,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_84b23a7d
random-id-f9a0a64d-1819-435d-a029-dbe749c163b3,0.125,0.125,Cedars-Sinai,True,3408,2800,generated_id_69eac243
random-id-8fa83c26-62fc-4b88-89c1-35d710cb3e9d,0.125,0.125,Cedars-Sinai,True,2282,2737,generated_id_c2ad875d
random-id-4105b4c8-d9cc-4b9d-8ee4-eeaef7d8fd00,0.125,0.125,Cedars-Sinai,True,2800,3121,generated_id_5c02aa39
random-id-1e6f31a9-8946-47eb-ab84-237d24120862,0.125,0.125,Cedars-Sinai,True,2040,2886,generated_id_d34e509f
random-id-57edbb83-e09b-4128-8c9f-d1f5c4a8809d,0.125,0.125,Cedars-Sinai,True,2800,3192,generated_id_15cb2fb4
random-id-f0cde291-fb6a-46fc-88d7-832959aaaa28,0.125,0.125,Cedars-Sinai,True,3328,3053,generated_id_af518c6b
random-id-984ca3ae-a618-431a-827b-db89d3b96ad4,0.139,0.139,Cedars-Sinai,True,2518,3007,generated_id_fbcec52d
random-id-2d0a7070-9bb2-456a-8281-7c3770c3d33a,0.125,0.125,Cedars-Sinai,True,2800,3056,generated_id_611e8f7d
random-id-6620350c-1639-4b2c-9063-c5682f296bcc,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_ba5f1998
random-id-349d8f6e-797f-4d08-9007-435fe607a9aa,0.125,0.125,Cedars-Sinai,True,3408,2800,generated_id_c30acbd6
random-id-02691bd6-ce70-43f1-a8bf-c11764e1c3ff,0.125,0.125,Cedars-Sinai,True,2800,2794,generated_id_c9f98cbd
random-id-b9731ecc-3677-41a3-8e39-b3dfa781b8e9,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_4268fa9f
random-id-0260d18e-7352-40ba-b4b8-4337ba0c9fa7,0.139,0.139,Cedars-Sinai,True,2517,3028,generated_id_de9c6465
random-id-d4f67464-8abc-42d9-927d-3596609d18d2,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_56d82bcc
random-id-257f308a-d104-49b9-bb50-9416c73c76c3,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_189acbc5
random-id-8f701f8e-0d89-47a0-a36c-3edcb5aed372,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_9d5731ca
random-id-5c8c1786-0f60-48b1-8824-50d5dab05cfb,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_f301e9a8
random-id-2ddcbb5b-4a4c-4551-a1ec-e9b377597190,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_7680e1f1
random-id-54de4991-425a-4d60-a842-7d6dee2625fc,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_2e20dcaf
random-id-2cea0db8-ced1-4ca5-a851-fd1d07c3cdd4,0.125,0.125,Cedars-Sinai,True,2371,2878,generated_id_79a6ab08
random-id-411dd067-eef7-4a81-bc54-e051378208b0,0.125,0.125,Cedars-Sinai,True,3408,2800,generated_id_b9afa66a
random-id-4358e263-00f3-40cd-ab22-30b8ab1df673,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_73da3f35
random-id-667b4c23-e51d-4434-82f7-d5c18632cd00,0.125,0.125,Cedars-Sinai,True,2689,2667,generated_id_29cc76d1
random-id-5d5cc5ce-2fee-4086-b2ce-033fcc4466b0,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_0780e895
random-id-55ea473c-a008-4ed4-94d0-816429715e68,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_4c570ca2
random-id-3ef3a484-b644-4121-b41d-5558f5853d35,0.125,0.125,Cedars-Sinai,True,2800,3159,generated_id_7875d482
random-id-55ce9509-b8dc-4b31-b371-cc24b328ba9a,0.125,0.125,Cedars-Sinai,True,2283,3101,generated_id_1797dd17
random-id-f5cf3111-56b1-4044-aa08-cfc82809d46d,0.125,0.125,Cedars-Sinai,True,2078,3408,generated_id_07e7afbe
random-id-5e57c2da-5bea-462d-9721-b21f858d28e1,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_20743a5a
random-id-6775a727-4e3f-498e-852f-611fa1fae00b,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_e1c21e7b
random-id-56f928d2-6d6b-49dd-ae11-7617d16d88fa,0.125,0.125,Cedars-Sinai,True,2800,3320,generated_id_bc0c7274
random-id-634846c3-1312-41e5-926c-a13370598db3,0.125,0.125,Cedars-Sinai,True,2570,3408,generated_id_a250504e
random-id-ab661bee-ae7c-4e9a-a844-62a30ba527d5,0.125,0.125,Cedars-Sinai,True,2800,2982,generated_id_b9b44fa7
random-id-e0d91ccb-9cf0-4c62-bb29-367ff1c267fd,0.125,0.125,Cedars-Sinai,True,3233,2966,generated_id_4c5ebe21
random-id-b00921d5-b3c2-402a-9e27-974f1a5e7b92,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_7c7a17fd
random-id-19384458-c5f1-4e71-8416-bc46851ca264,0.125,0.125,Cedars-Sinai,True,2551,3095,generated_id_f81aaf98
random-id-bde544bb-239f-46d0-984a-d6bbe4094b87,0.125,0.125,Cedars-Sinai,True,2725,2942,generated_id_43e1c0aa
random-id-9af3e10a-fc02-49e5-9b48-57f9398b11be,0.125,0.125,Cedars-Sinai,True,2680,3408,generated_id_f6ebe3b7
random-id-0a043859-585d-4296-9cee-cf29c8c6fe9d,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_bf97b7f3
random-id-d1a45ee1-2adc-4c71-8394-2d3c8e9903e5,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_e4a4998c
random-id-0b091a55-2bd8-423a-8b75-5664527f3c52,0.125,0.125,Cedars-Sinai,True,2800,3288,generated_id_58335600
random-id-373d99bc-3b17-4f8c-8c68-26384fe3d694,0.139,0.139,Cedars-Sinai,True,2517,2820,generated_id_f2e5946a
random-id-45f59036-96c0-44b8-bd50-fee36a7cec45,0.125,0.125,Cedars-Sinai,True,2800,3336,generated_id_a38365fe
random-id-167357e2-1d5d-486e-b1dc-fe6b75a8bd2a,0.125,0.125,Cedars-Sinai,True,2697,3218,generated_id_e5cff801
random-id-18a91bfd-a667-4f55-95cd-5793faccc8a8,0.125,0.125,Cedars-Sinai,True,3408,2800,generated_id_64ab8a56
random-id-70154d1e-d8cb-4321-a71c-589c4f76ec16,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_1ea72b1a
random-id-fb8487c3-1659-4264-8c5c-95df7ad26126,0.125,0.125,Cedars-Sinai,True,2610,2894,generated_id_d4baa016
random-id-39954328-c1dd-4424-b087-ce4dcb2a1f4e,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_d6de2f4b
random-id-a63c3617-7041-4934-9af0-baf398f50949,0.139,0.139,Cedars-Sinai,True,2496,2611,generated_id_93d28fa7
random-id-1793c6d1-c174-452a-bac5-54d31bfe2111,0.125,0.125,Cedars-Sinai,True,2800,3360,generated_id_c0863a74
random-id-175076bd-5816-4ddc-9da4-21ac44d4f190,0.125,0.125,Cedars-Sinai,True,2800,3024,generated_id_f21e2878
random-id-30af4a6d-39f4-48a5-8742-926ba7c88af5,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_4cc65d59
random-id-498843e5-6936-4163-84ba-9dcad37b5bd3,0.139,0.139,Cedars-Sinai,True,2499,3210,generated_id_019e5373
random-id-e5038c50-35d4-4593-9a11-0f906cf86a74,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_6a728b52
random-id-190e034d-d452-41ae-a5d1-640637b87c0b,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_40ede3df
random-id-e8315513-bdb8-4e3f-a69a-0fe3a7356b88,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_329a5983
random-id-bd6e01be-6028-40e3-8ee3-75cb79c7491b,0.125,0.125,Cedars-Sinai,True,2800,3344,generated_id_53ef1a9d
random-id-a579e3e1-53c2-4314-967d-5446ea5f7000,0.125,0.125,Cedars-Sinai,True,2920,2689,generated_id_fffead16
random-id-2e1ca2d5-e25e-4ff6-b464-37ce94c54011,0.139,0.139,Cedars-Sinai,True,2520,2831,generated_id_369dfd43
random-id-8ee672b9-1073-4eb5-aa39-2501a85cf024,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_5158bf9f
random-id-7205f97e-8f97-4c3b-8d36-7643d57dcf6f,0.125,0.125,Cedars-Sinai,True,2800,3408,generated_id_9b856a53
random-id-c3663fc2-5580-49d2-8f3a-f5ff3e37f5b0,0.125,0.125,Cedars-Sinai,True,2800,3136,generated_id_e9b21289
random-id-be5af735-2725-406e-93bc-fdc38cdc7b58,0.148,0.148,Universitätsklinikum Tübingen,True,2330,2831,generated_id_86faf7f4
random-id-2e45aaef-4ed5-4346-ba40-b15086b5409f,0.148,0.148,Universitätsklinikum Tübingen,True,2330,2846,generated_id_8a1a37a0
random-id-c68f29bd-dd18-4c63-bfec-4ae283cc41c5,0.1,0.1,Universitätsklinikum Tübingen,True,3408,4200,generated_id_1ac2cbd1
random-id-fb7dd582-1079-4234-98ed-b887e972248c,0.148,0.148,Universitätsklinikum Tübingen,True,2330,2829,generated_id_9e7ae748
random-id-bc056d1f-bc8c-48c0-a169-47b1896dc79c,0.1,0.1,Universitätsklinikum Tübingen,True,3408,4200,generated_id_ebcd601f
random-id-8b8f8f0b-1343-492a-b7ec-ffec07871f6c,0.1,0.1,Universitätsklinikum Tübingen,True,3408,4200,generated_id_f77c2b5c
random-id-ee2eb729-2188-4ef6-8262-8d08efb5e9e3,0.1,0.1,Universitätsklinikum Tübingen,True,3408,4200,generated_id_e7265772
random-id-d2a11b22-73de-4269-bc11-e22080a57dd2,0.1,0.1,Universitätsklinikum Tübingen,True,3408,4200,generated_id_6ec1baf9
random-id-f5d2bebf-c159-4549-b59b-9783f934cf73,0.1,0.1,Universitätsklinikum Tübingen,True,3408,4200,generated_id_04357b65
random-id-110dea02-5c48-40b8-b895-92abfa33af90,0.1,0.1,Universitätsklinikum Tübingen,True,3408,4200,generated_id_e5a3a7a8
random-id-97b2955f-3d1c-4067-a1e5-0b3b334f20a3,0.1,0.1,Universitätsklinikum Tübingen,True,3408,4200,generated_id_c33798c5
